FID,NGAID,SRCLNKID,METLNKID,FEATTYPE,SECCLASS,NAME,AREA_,PHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGPHONE,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,SOURCE,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA
44, ,LCHQ_036, ,POINT,UNCLASSIFIED,DOW CHEMICAL COMPANY,989,636-1000,2030 DOW CENTER, ,MIDLAND,MI,48674, ,MIDLAND,26111,"ENTRANCE LOCATED .16 MILE NORTH OF EAST PATRICK ROAD ON ABBOTT ROAD, TURN WEST ON DOW CENTER AND ENTITY WILL BE .17 MILE WEST ON DOW CENTER ROAD WILL CURVE TO NORTH AND ENTITY WILL BE ON THE WEST SIDE OF DOW CENTER.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES, ,TGS,-84.200674,43.615045,NAVTEQ,2006Q3,ONENTITY,YES,TGS
45, ,LCHQ_047, ,POINT,UNCLASSIFIED,ALBERTSON'S INCORPORATED,208,395-6200,250 EAST PARKCENTER BOULEVARD, ,BOISE,ID,83706,3940,ADA,16001,NORTHEAST SIDE OF E PARKCENTER BLVD APROX .22 MILES EAST OF W ROSSI ST, , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,40575781,TGS,-116.180433,43.599417,NAVTEQ,2006Q3,ONENTITY,YES,TGS
46, ,LCHQ_171, ,POINT,UNCLASSIFIED,BURLINGTON NORTHERN SANTA FE RAILWAY COMPANY,800,795-2673,2650 LOU MENK DRIVE, ,FORT WORTH,TX,76131,2830,TARRANT,48439,NORTHWEST CORNER OF THE INTERSECTION OF LOU MENK DR AND WESTERN CENTER BLVD, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,122901842,TGS,-97.32723,32.864189,NAVTEQ,2006Q3,ONENTITY,YES,TGS
47, ,LCHQ_190, ,POINT,UNCLASSIFIED,TEXTRON WORLD HEADQUARTERS,401,421-2800,40 WESTMINSTER STREET, ,PROVIDENCE,RI,02903,2525,PROVIDENCE,44007,SOUTHWEST CORNER OF MEMORIAL BLVD AND WESTMINSTER ST, , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,22146639,TGS,-71.409295,41.824795,NAVTEQ,2006Q3,ONENTITY,YES,TGS
48, ,LCHQ_105, ,POINT,UNCLASSIFIED,AMR CORPORATION / AMERICAN AIRLINES,817,963-1234,4333 AMON CARTER BOULEVARD, ,FORT WORTH,TX,76155,2605,TARRANT,48439,SOUTHWEST CORNER OF THE INTERSECTION OF SOVEREIGN RD AND AMON CARTER BLVD, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,17570504,TGS,-97.050716,32.827838,NAVTEQ,2006Q3,ONENTITY,YES,TGS
49, ,LCHQ_292, ,POINT,UNCLASSIFIED,BRANCH BANKING AND TRUST CORPORATION,336,733-2000,200 WEST SECOND STREET, ,WINSTON-SALEM,NC,27101,4019,FORSYTH,37067,SOUTH SIDE OF W 2ND ST BETWEEN N LIBERTY ST AND TOWN RUN LN, , , ,2006-12-15T00:00:00.000Z,PHONE,2006-12-15T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,17054880,TGS,-80.245196,36.09567,NAVTEQ,2006Q3,ONENTITY,NO,TGS
50, ,LCHQ_162, ,POINT,UNCLASSIFIED,"D. R. HORTON, INCORPORATED",817,390-8200,301 COMMERCE STREET, ,FORT WORTH,TX,76102,4140,TARRANT,48439,NORTHEAST SIDE OF COMMERCE STREET BETWEEN EAST 2ND STREET AND EAST 3RD STREET, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,17656260,TGS,-97.330471,32.75596,NAVTEQ,2006Q3,ONENTITY,YES,TGS
51, ,LCHQ_304, ,POINT,UNCLASSIFIED,NORTHEAST UTILITIES SERVICE COMPANY,860,665-5000,107 SELDEN STREET, ,BERLIN,CT,06037,1616,HARTFORD,09003,ENTRANCE IS ON THE EAST SIDE OF SELDEN ST APROX .17 MILES SOUTHEAST OF CT-15, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,22315187,TGS,-72.72757,41.648428,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
52, ,LCHQ_078, ,POINT,UNCLASSIFIED,THE HARTFORD FINANCIAL SERVICES GROUP INCORPORATED,860,547-5000,690 ASYLUM AVENUE, ,HARTFORD,CT,06105,3845,HARTFORD,09003,"NORTHEAST SIDE OF ASYLUM AVE, BETWEEN ASYLUM PL AND COGSWELL ST", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,22304713,TGS,-72.687002,41.769486,NAVTEQ,2006Q3,ONENTITY,YES,TGS
53, ,LCHQ_172, ,POINT,UNCLASSIFIED,HUNTSMAN CORPORATION,801,584-5700,500 HUNTSMAN WAY, ,SALT LAKE CITY,UT,84108,1235,SALT LAKE,49035,"LOCATED ON EAST END OF HUNTSMAN WAY, 0.09 MI E OF COLOROW DR.", , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,124038289,TGS,-111.819068,40.759248,NAVTEQ,2006Q3,ONENTITY,YES,TGS
54, ,LCHQ_332, ,POINT,UNCLASSIFIED,NEWELL RUBBERMAID INCORPORATED,770,407-3800,10 GLENLAKE PARKWAY NORTHEAST,B,SANDY SPRINGS,GA,30328,3495,FULTON,13121,LOCATED .14 MILES NORTH OF THE INTERSECTION OF GLENLAKE PARKWAY ABD ABERNATHY ROAD NORTHEAST ON THE WEST SIDE OF GLENLAKE PARKWAY., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,22725431,TGS,-84.361263,33.936506,NAVTEQ,2006Q3,ONENTITY,YES,TGS
55, ,LCHQ_351, ,POINT,UNCLASSIFIED,AUTOLIV INCORPORATED,801,625-9200,3350 AIRPORT ROAD, ,OGDEN,UT,84405,1563,WEBER,49057,"LOCATED ON EAST SIDE OF AIRPORT ROAD, 0.44 MI SE OF HINKLEY DR.", , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,32089831,TGS,-111.997818,41.202157,NAVTEQ,2006Q3,ONENTITY,YES,TGS
56, ,LCHQ_467, ,POINT,UNCLASSIFIED,HENRY AND ROBERT (H & R) BLOCK - HEADQUARTERS,816,753-6900,1 HENRY AND ROBERT BLOCK WAY, ,KANSAS CITY,MO,64105, ,JACKSON,29095,"LOCATED ON THE EAST SIDE OF HENRY AND ROBERT BLOCK WAY, .03 MILE SOUTH OF THE INTERSECTION OF EAST 13TH STREET AND HENRY AND ROBERT BLOCK WAY.", , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,25085194,TGS,-94.58305,39.098133,NAVTEQ,2006Q3,ONENTITY,YES,TGS
57, ,LCHQ_391, ,POINT,UNCLASSIFIED,W.W. GRAINGER INCORPORATED,847,535-1000,100 GRAINGER PARKWAY, ,LAKE FOREST,IL,60045, ,LAKE,17097,"LOCATED ON THE SOUTH SIDE OF GRAINGER PKY, .22 MILES SOUTHEAST OF THE WESTERNMOST INTERSECTION OF IL-60 AND GRAINGER PKY.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,27694513,TGS,-87.912597,42.236853,NAVTEQ,2006Q3,ONENTITY,YES,TGS
58, ,LCHQ_131, ,POINT,UNCLASSIFIED,UNITED STATES BANCORP,612,659-2000,800 NICOLLET MALL, ,MINNEAPOLIS,MN,55402,7000,HENNEPIN,27053,ENTITY IS LOCATED ON THE SOUTHWEST CORNER OF 8TH STREET SOUTH AND NICOLLET MALL, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,20250151,TGS,-93.273713,44.975759,NAVTEQ,2006Q3,ONENTITY,YES,TGS
59, ,LCHQ_363, ,POINT,UNCLASSIFIED,BRUNSWICK CORPORATION,847,735-4700,1 NORTH FIELD COURT, ,LAKE FOREST,IL,60045,4810,LAKE,17097,"LOCATED ON THE EAST SIDE OF N FIELD CT, .07 MILES NORTH OF IL-60.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,20132017,TGS,-87.889069,42.241215,NAVTEQ,2006Q3,ONENTITY,YES,TGS
60, ,LCHQ_113, ,POINT,UNCLASSIFIED,SUPERVALU INCORPORATED,952,828-4000,11840 VALLEY VIEW ROAD, ,EDEN PRAIRIE,MN,55344,3643,HENNEPIN,27053,ENTITY IS LOCATED ON THE NORTH SIDE OF VALLEY VIEW ROAD .05 MILE WEST FROM MARKET PLACE DRIVE., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,20230594,TGS,-93.425696,44.872465,NAVTEQ,2006Q3,ONENTITY,YES,TGS
61, ,LCHQ_093, ,POINT,UNCLASSIFIED,ABBOTT LABORATORIES,847,937-6100,100 ABBOTT PARK ROAD, ,ABBOTT PARK,IL,60064,3502,LAKE,17097,"LOCATED ON THE NORTHWEST SIDE OF ABBOTT PARK RD, .05 MILES SOUTHWEST OF N WAUKEGAN RD.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,27670856,TGS,-87.891627,42.302193,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
62, ,LCHQ_091, ,POINT,UNCLASSIFIED,AETNA INCORPORATED,860,273-0123,151 FARMINGTON AVENUE, ,HARTFORD,CT,06105,5900,HARTFORD,09003,SOUTHEAST CORNER OF FARMINGTON AVE AND SIGOURNEY ST, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,22304757,TGS,-72.692091,41.766766,NAVTEQ,2006Q3,ONENTITY,YES,TGS
63, ,LCHQ_043, ,POINT,UNCLASSIFIED,UNITED TECHNOLOGIES CORPORATION,860,728-7000,755 MAIN STREET,FIRST FLOOR,HARTFORD,CT,06103,2712,HARTFORD,09003,SOUTHWEST CORNER OF PEARL ST AND MAIN ST, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,22304973,TGS,-72.67413,41.765216,NAVTEQ,2006Q3,ONENTITY,YES,TGS
64, ,LCHQ_497, ,POINT,UNCLASSIFIED,PATHMARK STORES INCORPORATED,732,499-3000,200 MILIK STREET, ,CARTERET,NJ,07008,1102,MIDDLESEX,34023,LOCATED ON N SIDE OF MILIK ST BETWEEN BLAIR RD AND FEDERAL BLVD., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,21906829,TGS,-74.251127,40.590176,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
65, ,LCHQ_403, ,POINT,UNCLASSIFIED,HOVNANIAN ENTERPRISES,732,747-7800,110 WEST FRONT STREET, ,RED BANK,NJ,07701,1139,MONMOUTH,34025,LOCATED ON THE NE CORNER OF W FRONT ST AND MAPLE AVE., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,21914645,TGS,-74.069579,40.351195,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
66, ,LCHQ_359, ,POINT,UNCLASSIFIED,MCGRAW-HILL COMPANIES,212,512-2000,1221 AVENUE OF THE AMERICAS, ,NEW YORK,NY,10020,1001,NEW YORK,36061,"LOCATED ON THE NORTHWEST SIDE OF 6TH STREET, BETWEEN WEST 49TH STREET AND WEST 48TH STREET.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,21548609,TGS,-73.981469,40.759072,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
67, ,LCHQ_454, ,POINT,UNCLASSIFIED,ENGELHARD CORPORATION - A DIVISION OF BASF CORPORATION,973,245-6000,100 CAMPUS DRIVE, ,FLORHAM PARK,NJ,07932,1006,MORRIS,34027,"LOCATED ON SE SIDE OF CAMPUS DR, 0.31 MI NE OF PARK AVE.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,119962223,TGS,-74.425573,40.785919,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
68, ,LCHQ_095, ,POINT,UNCLASSIFIED,MERCK AND COMPANY INCORPORATED,908,423-1000,1 MERCK DRIVE, ,WHITEHOUSE STATION,NJ,08889,3400,HUNTERDON,34019,"FROM INTERSECTION OF MERK DR AND OLDWICK ROAD, TRAVEL 0.43 MI N ON MERK DRIVE, FOLLOW MERK DRIVE WEST, 0.21 MILES.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,127773969,TGS,-74.773124,40.641107,NAVTEQ,2006Q3,ONENTITY,YES,TGS
69, ,LCHQ_253, ,POINT,UNCLASSIFIED,L-3 COMMUNICATIONS,212,697-1111,600 THIRD AVENUE, ,NEW YORK,NY,10016,1901,NEW YORK,36061,"LOCATED ON THE NORTHWEST SIDE OF 3RD STREET, BETWEEN EAST 39TH STREET AND EAST 40TH STREET.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,119967736,TGS,-73.975959,40.749289,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
70, ,LCHQ_141, ,POINT,UNCLASSIFIED,COMPUTER SCIENCES,310,615-0311,2100 EAST GRAND AVENUE, ,EL SEGUNDO,CA,90245,5024,LOS ANGELES,06037,SE CORNER OF E GRAND AVE AND CONTINENTAL BLVD, , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,126490425,TGS,-118.390239,33.919082,NAVTEQ,2006Q3,ONENTITY,YES,TGS
71, ,LCHQ_482, ,POINT,UNCLASSIFIED,WILLIAM WRIGLEY JR. COMPANY CORPORATE HEADQUARTERS,312,644-2121,410 NORTH LOWER MICHIGAN AVENUE, ,CHICAGO,IL,60611, ,COOK,17031,LOCATED ON SOUTHWEST CORNER OF NORTH MICHIGAN AVENUE AND E NORTH WATER ST, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-15T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,16878990,TGS,-87.624771,41.889436,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
72, ,LCHQ_262, ,POINT,UNCLASSIFIED,H.J. HEINZ COMPANY,412,456-5700,600 GRANT STREET, ,PITTSBURGH,PA,15219,2702,ALLEGHENY,42003,LOCATED IN THE NORTH CORNER OF THE INTERSECTION OF 6TH AVENUE AND GRANT STREET, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,126737162,TGS,-79.995971,40.44119,NAVTEQ,2006Q3,ONENTITY,YES,TGS
73, ,LCHQ_408, ,POINT,UNCLASSIFIED,LIBERTY GLOBAL INCORPORATED,303,220-6600,12300 LIBERTY BOULEVARD, ,ENGLEWOOD,CO,80112,7009,DOUGLAS,08035,APPROXIMATELY .50 MILE WEST OF THE INTERSECTION OF SOUTH PEORIA STREET AND LIBERTY BOULEVARD. ON THE EAST SIDE OF LIBERTY BOULEVARD., , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,112265908,TGS,-104.845675,39.553387,NAVTEQ,2006Q3,ONENTITY,YES,TGS
74, ,LCHQ_010, ,POINT,UNCLASSIFIED,INTERNATIONAL BUSINESS MACHINES CORPORATION - HEADQUARTERS,914,499-1900,1 NEW ORCHARD ROAD, ,ARMONK,NY,10504,1722,WESTCHESTER,36119,"LOCATED ON THE NORTHEAST END OF NEW ORCHARD ROAD, .71 MILE NORTHEAST OF THE INTERSECTION OF KING STREET AND NEW ORCHARD ROAD.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES, ,TGS,-73.718315,41.108396,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
75, ,LCHQ_066, ,POINT,UNCLASSIFIED,SUNOCO INCORPORATED,215,977-3000,1735 MARKET STREET, ,PHILADELPHIA,PA,19103,2921,PHILADELPHIA,42101,LOCATED ON NE CORNER OF MARKET ST AND N 18TH ST., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-18T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,18718409,TGS,-75.16957,39.953393,NAVTEQ,2006Q3,ONENTITY,YES,TGS
76, ,LCHQ_312, ,POINT,UNCLASSIFIED,O-I,567,336-5000,1 MICHAEL OWENS WAY, ,PERRYSBURG,OH,43551, ,WOOD,39173,"LOCATED ON THE SOUTHEAST SIDE OF MICHAEL OWENS WAY, APPROX 0.2 MI E OF WILLIAMS ST.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,115621736,TGS,-83.62705,41.529123,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
77, ,LCHQ_316, ,POINT,UNCLASSIFIED,COX COMMUNICATIONS INCORPORATED,404,843-5000,1400 LAKE HEARN DRIVE NORTHEAST, ,ATLANTA,GA,30319,1464,DEKALB,13089,"LOCATED S SIDE OF LAKE HEARN DR NE, .04 MILE W OF ASHFORD DUNWOODY RD NE.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,17037644,TGS,-84.337411,33.914526,NAVTEQ,2006Q3,ONENTITY,YES,TGS
78, ,LCHQ_483, ,POINT,UNCLASSIFIED,KIEWIT CORPORATION,402,342-2052,3555 FARNAM STREET,KIEWIT PLAZA SUITE 1000,OMAHA,NE,68131,3302,DOUGLAS,31055,LOCATED ON SOUTH SIDE OF FARNAM STREET ABOUT .03 MILES EAST OF SOUTH 36TH STREET., , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,42282652,TGS,-95.965538,41.257451,NAVTEQ,2006Q3,ONENTITY,YES,TGS
79, ,LCHQ_008, ,POINT,UNCLASSIFIED,CITIGROUP,212,559-1000,399 PARK AVENUE, ,NEW YORK,NY,10022,4614,NEW YORK,36061,S CORNER OF E 54TH ST AND PARK AVE, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,21549735,TGS,-73.971705,40.759076,NAVTEQ,2006Q3,ONENTITY,YES,TGS
80, ,LCHQ_492, ,POINT,UNCLASSIFIED,"AMERICAN FINANCIAL GROUP, INCORPORATED",513,579-2121,1 EAST FOURTH STREET, ,CINCINNATI,OH,45202,3717,HAMILTON,39061,SE CORNER OF E FOURTH ST AND VINE ST, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,115940765,TGS,-84.512143,39.099722,NAVTEQ,2006Q3,ONENTITY,YES,TGS
81, ,LCHQ_158, ,POINT,UNCLASSIFIED,UNITED STATES STEEL,412,433-1121,600 GRANT STREET, ,PITTSBURGH,PA,15219,2702,ALLEGHENY,42003,LOCATED IN THE NORTH CORNER OF THE INTERSECTION OF 6TH AVENUE AND GRANT STREET, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,126737162,TGS,-79.995959,40.441082,NAVTEQ,2006Q3,ONENTITY,YES,TGS
82, ,LCHQ_326, ,POINT,UNCLASSIFIED,GOLDEN WEST FINANCIAL,510,446-3420,1901 HARRISON STREET, ,OAKLAND,CA,94612,3574,ALAMEDA,06001,N CORNER OF 19TH ST AND HARRISON ST, , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,24590824,TGS,-122.265601,37.806757,NAVTEQ,2006Q3,ONENTITY,YES,TGS
83, ,LCHQ_055, ,POINT,UNCLASSIFIED,CATERPILLAR INCORPORATED,309,675-4388,100 NORTHEAST ADAMS STREET, ,PEORIA,IL,61629,0001,PEORIA,17143,ON THE EAST CORNER OF MAIN ST AND NE ADAMS ST INTERSECTION., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,103014233,TGS,-89.588436,40.691555,NAVTEQ,2006Q3,ONENTITY,YES,TGS
84, ,LCHQ_101, ,POINT,UNCLASSIFIED,3M CENTER,651,733-1110,2501 HUDSON ROAD, ,SAINT PAUL,MN,55144, ,RAMSEY,27123,.32 MILES NORTHWEST OF CENTURY AVENUE NORTH ON THE NORTH SIDE OF HUDSON ROAD, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,20258146,TGS,-92.993298,44.949416,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
85, ,LCHQ_132, ,POINT,UNCLASSIFIED,TESORO CORPORATE HEADQUARTERS,210,828-8484,300 CONCORD PLAZA DRIVE, ,SAN ANTONIO,TX,78216,6903,BEXAR,48029,EAST SIDE OF CONCORD PLAZA DRIVE APPROXIMATELY .20 MILES NORTHEAST FROM THE INTERSECTION OF JONES-MALTSBERGER ROAD AND CONCORD PLAZA DRIVE., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES, ,TGS,-98.479684,29.506165,NAVTEQ,2006Q3,ONENTITY,YES,TGS
86, ,LCHQ_015, ,POINT,UNCLASSIFIED,VALERO ENERGY CORPORATION,210,345-2000,1 VALERO WAY, ,SAN ANTONIO,TX,78249,3106,BEXAR,48029,EAST SIDE OF VALERO WAY APPROXIMATELY .51 MILES NORTH FROM THE INTERSECTION OF UTSA BOULEVARD AND VELERO WAY., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,18227955,TGS,-98.604214,29.586498,NAVTEQ,2006Q3,ONENTITY,YES,TGS
